Date,Country,USD_ExchangeRate,Policy_Rate(%),10Y_Bond_Yield(%),Yield_Spread(10Y_vs_US)(%),Equity_Index_Level,Oil_Price(USD_per_bbl)
2024-04-18,Turkey,6.992,5.0,6.47,3.29,1008.41,69.82
2024-04-19,Turkey,7.001,4.99,7.29,4.24,1004.06,70.07
2024-04-22,Turkey,7.029,4.98,6.12,3.16,992.16,69.7
2024-04-23,Turkey,6.99,4.98,6.5,3.45,997.47,69.96
2024-04-24,Turkey,7.009,4.98,6.85,3.82,990.29,69.52
2024-04-25,Turkey,7.003,5.01,8.04,5.03,1004.1,69.96
2024-04-26,Turkey,7.003,5.03,5.97,2.93,1010.68,70.06
2024-04-29,Turkey,7.017,4.99,6.97,3.97,988.91,69.77
2024-04-30,Turkey,6.989,5.02,7.45,4.42,1004.12,69.97
2024-05-01,Turkey,7.012,5.0,7.03,4.06,1003.42,69.92
2024-05-02,Turkey,7.01,4.98,6.43,3.36,999.56,69.91
2024-05-03,Turkey,7.009,4.99,6.89,3.75,1007.7,70.31
2024-05-06,Turkey,6.997,5.02,6.55,3.64,988.25,70.33
2024-05-07,Turkey,6.991,5.0,6.54,3.47,998.12,69.74
2024-05-08,Turkey,7.004,4.97,6.55,3.76,992.88,70.04
2024-05-09,Turkey,6.98,4.97,6.97,4.02,1009.96,70.37
2024-05-10,Turkey,6.991,5.01,7.39,4.45,992.52,70.0
2024-05-13,Turkey,6.998,4.99,7.21,4.29,994.24,70.02
2024-05-14,Turkey,7.004,4.98,7.44,4.62,997.11,69.95
2024-05-15,Turkey,6.994,4.99,7.92,5.01,1012.21,70.09
2024-05-16,Turkey,7.001,5.01,8.27,5.37,994.4,69.85
2024-05-17,Turkey,7.0,4.97,6.98,3.81,1000.76,69.94
2024-05-20,Turkey,6.994,5.02,6.61,3.42,1009.67,70.05
2024-05-21,Turkey,7.0,5.02,7.57,4.65,997.37,69.74
2024-05-22,Turkey,7.004,5.01,6.34,3.38,993.26,69.82
2024-05-23,Turkey,7.006,4.99,6.83,4.0,1000.93,69.99
2024-05-24,Turkey,6.993,5.0,7.09,4.17,992.62,70.36
2024-05-27,Turkey,6.994,5.0,7.5,4.15,993.78,70.09
2024-05-28,Turkey,6.993,4.99,6.63,3.74,999.79,69.71
2024-05-29,Turkey,7.009,5.0,7.21,4.26,998.16,70.06
2024-05-30,Turkey,6.988,4.99,6.56,3.65,989.45,70.27
2024-05-31,Turkey,6.993,5.02,7.56,4.69,994.56,70.51
2024-06-03,Turkey,7.018,5.0,7.13,4.19,1002.16,69.86
2024-06-04,Turkey,6.98,4.97,6.98,4.1,999.66,69.79
2024-06-05,Turkey,6.992,5.02,7.14,4.14,1004.39,70.1
2024-06-06,Turkey,7.014,4.99,6.78,3.91,997.86,70.19
2024-06-07,Turkey,7.013,5.02,6.12,3.01,990.81,70.18
2024-06-10,Turkey,6.996,5.01,6.35,3.23,992.68,69.87
2024-06-11,Turkey,6.99,4.96,7.01,3.83,1013.33,70.02
2024-06-12,Turkey,7.011,5.0,7.25,4.29,1000.98,70.11
2024-06-13,Turkey,6.994,5.0,6.97,3.89,994.67,69.99
2024-06-14,Turkey,7.019,5.02,7.7,4.7,1001.6,70.2
2024-06-17,Turkey,7.016,4.96,6.3,3.17,998.62,69.87
2024-06-18,Turkey,6.987,4.99,6.29,3.08,999.89,69.99
2024-06-19,Turkey,7.006,5.02,7.49,4.38,996.85,69.94
2024-06-20,Turkey,7.008,4.99,6.99,3.95,1003.93,69.64
2024-06-21,Turkey,7.007,5.0,7.35,4.27,1008.04,70.27
2024-06-24,Turkey,7.013,5.03,7.17,4.17,1004.36,70.15
2024-06-25,Turkey,6.997,5.01,6.99,4.08,1006.45,70.01
2024-06-26,Turkey,7.02,4.97,6.69,3.69,1005.69,70.08
2024-06-27,Turkey,7.003,4.98,6.4,3.37,993.18,69.89
2024-06-28,Turkey,7.005,4.98,7.78,4.66,992.14,69.81
2024-07-01,Turkey,6.977,4.98,7.37,4.41,1002.3,69.7
2024-07-02,Turkey,7.008,4.99,6.99,4.0,993.64,69.77
2024-07-03,Turkey,7.01,5.01,7.53,4.5,1000.71,69.65
2024-07-04,Turkey,6.997,5.0,7.98,4.91,1007.68,70.12
2024-07-05,Turkey,6.993,5.0,7.12,4.21,998.08,69.96
2024-07-08,Turkey,7.016,4.96,7.56,4.65,993.14,70.24
2024-07-09,Turkey,7.007,5.03,7.43,4.22,1002.79,69.97
2024-07-10,Turkey,7.003,5.02,6.64,3.7,998.46,69.58
2024-07-11,Turkey,7.001,4.96,6.99,3.9,997.62,70.34
2024-07-12,Turkey,6.985,5.02,7.36,4.53,1013.55,69.99
2024-07-15,Turkey,6.991,4.97,6.86,3.87,1000.51,69.94
2024-07-16,Turkey,7.006,4.99,6.02,3.04,988.16,70.07
2024-07-17,Turkey,6.99,5.0,7.66,4.76,1005.31,69.91
2024-07-18,Turkey,7.018,4.99,6.57,3.5,997.82,69.83
2024-07-19,Turkey,6.995,5.0,7.67,4.86,1000.12,70.12
2024-07-22,Turkey,7.002,5.03,6.99,4.01,1002.96,70.02
2024-07-23,Turkey,6.996,5.01,6.68,3.75,997.36,70.27
2024-07-24,Turkey,6.968,5.01,7.03,4.19,1001.55,70.1
2024-07-25,Turkey,7.006,4.95,7.63,4.7,1003.43,70.15
2024-07-26,Turkey,6.991,5.01,6.82,4.03,1005.84,69.84
2024-07-29,Turkey,6.991,4.99,7.13,4.13,1002.74,69.73
2024-07-30,Turkey,6.993,5.0,7.95,4.96,1005.43,70.01
2024-07-31,Turkey,6.995,5.0,6.91,3.85,1006.87,70.07
2024-08-01,Turkey,7.012,4.98,6.77,3.85,1001.57,69.93
2024-08-02,Turkey,7.007,4.98,7.0,3.93,989.67,70.42
2024-08-05,Turkey,6.997,4.96,7.04,4.04,999.59,70.2
2024-08-06,Turkey,7.007,5.01,7.23,4.24,1008.88,69.7
2024-08-07,Turkey,7.001,5.0,7.41,4.49,991.28,70.03
2024-08-08,Turkey,7.003,5.03,6.39,3.28,1011.84,69.92
2024-08-09,Turkey,6.987,4.99,7.0,3.94,997.04,70.31
2024-08-12,Turkey,6.989,4.97,7.52,4.75,998.98,70.62
2024-08-13,Turkey,7.0,4.98,6.95,3.95,1000.8,70.13
2024-08-14,Turkey,6.99,5.03,7.16,4.08,996.86,70.26
2024-08-15,Turkey,6.997,5.01,6.54,3.64,1003.44,69.91
2024-08-16,Turkey,6.991,4.99,7.34,4.4,999.41,70.0
2024-08-19,Turkey,6.981,4.97,7.14,4.21,1005.28,70.19
2024-08-20,Turkey,7.007,5.04,6.99,3.93,997.08,70.49
2024-08-21,Turkey,7.02,5.0,7.19,4.06,999.26,69.87
2024-08-22,Turkey,7.009,5.0,7.09,4.18,991.41,70.05
2024-08-23,Turkey,7.009,5.0,7.71,4.78,994.73,69.99
2024-08-26,Turkey,6.999,5.02,6.63,3.49,1009.83,69.99
2024-08-27,Turkey,7.012,4.98,7.52,4.41,1004.32,70.0
2024-08-28,Turkey,6.97,4.99,6.67,3.77,1000.61,69.92
2024-08-29,Turkey,6.992,4.98,6.62,3.51,996.69,69.9
2024-08-30,Turkey,6.995,5.01,7.23,4.54,1005.11,70.29
2024-09-02,Turkey,6.989,4.98,6.76,3.83,1001.12,69.61
2024-09-03,Turkey,6.989,5.03,6.57,3.44,1001.78,69.64
2024-09-04,Turkey,7.006,5.0,6.77,3.75,1002.37,70.14
2024-09-05,Turkey,7.012,5.01,6.32,3.37,1014.72,70.14
2024-09-06,Turkey,7.024,5.03,7.15,4.12,999.82,69.65
2024-09-09,Turkey,7.0,5.02,6.72,3.68,1004.26,69.82
2024-09-10,Turkey,6.995,4.98,6.57,3.7,995.5,70.28
2024-09-11,Turkey,6.991,5.0,6.75,3.63,1006.56,70.17
2024-09-12,Turkey,7.003,5.0,6.4,3.21,996.2,70.13
2024-09-13,Turkey,7.011,4.99,7.51,4.43,1008.64,69.91
2024-09-16,Turkey,6.987,4.99,7.09,4.09,998.03,69.62
2024-09-17,Turkey,7.005,5.04,7.27,4.21,1002.86,70.08
2024-09-18,Turkey,7.009,5.01,6.85,3.93,998.76,70.06
2024-09-19,Turkey,6.997,5.01,7.23,4.14,1006.41,70.02
2024-09-20,Turkey,6.987,4.99,7.02,4.2,1006.94,70.03
2024-09-23,Turkey,7.004,5.03,6.71,3.65,999.45,69.96
2024-09-24,Turkey,6.992,5.03,6.85,3.78,990.62,70.24
2024-09-25,Turkey,7.011,5.0,6.89,3.85,1011.44,69.65
2024-09-26,Turkey,7.008,4.98,6.97,4.0,997.86,70.0
2024-09-27,Turkey,6.989,5.02,6.12,3.07,998.37,69.77
2024-09-30,Turkey,7.002,4.97,6.99,4.13,1002.31,69.82
2024-10-01,Turkey,6.995,5.01,6.62,3.63,992.43,70.13
2024-10-02,Turkey,7.018,5.06,7.1,4.02,991.1,70.3
2024-10-03,Turkey,7.008,4.99,7.61,4.63,997.71,70.1
2024-10-04,Turkey,6.989,5.02,6.49,3.6,995.45,70.15
2024-10-07,Turkey,6.994,4.97,6.67,3.67,994.1,69.77
2024-10-08,Turkey,7.021,4.98,6.82,3.86,997.89,70.12
2024-10-09,Turkey,7.009,4.99,6.38,3.25,999.52,70.35
2024-10-10,Turkey,6.978,5.0,7.96,5.0,998.87,70.06
2024-10-11,Turkey,6.994,4.99,6.82,3.89,1006.14,70.09
2024-10-14,Turkey,7.003,5.02,6.88,3.96,996.99,70.0
2024-10-15,Turkey,6.989,4.99,6.73,3.52,986.13,69.96
2024-10-16,Turkey,7.017,5.0,7.38,4.37,996.66,69.55
2024-10-17,Turkey,7.002,4.98,6.58,3.63,1008.72,70.48
2024-10-18,Turkey,7.002,4.99,6.4,3.36,1008.91,69.95
2024-10-21,Turkey,6.976,5.01,7.51,4.66,1000.88,70.09
2024-10-22,Turkey,6.999,4.98,7.49,4.53,992.57,69.59
2024-10-23,Turkey,7.013,5.01,7.06,4.1,997.36,69.78
2024-10-24,Turkey,6.996,4.96,6.59,3.62,1003.05,69.99
2024-10-25,Turkey,7.008,5.03,7.56,4.51,1000.06,69.8
2024-10-28,Turkey,7.007,5.03,7.2,4.01,992.37,69.77
2024-10-29,Turkey,7.009,5.01,7.66,4.66,995.66,69.96
2024-10-30,Turkey,6.985,4.98,7.46,4.38,1001.82,69.66
2024-10-31,Turkey,6.996,4.98,7.56,4.62,994.57,70.01
2024-11-01,Turkey,6.994,5.03,6.66,3.8,989.24,69.99
2024-11-04,Turkey,6.994,4.97,7.57,4.5,999.86,70.27
2024-11-05,Turkey,7.007,4.98,6.46,3.38,1001.98,70.03
2024-11-06,Turkey,6.992,5.01,6.63,3.64,1007.23,69.87
2024-11-07,Turkey,6.984,4.98,7.48,4.45,999.36,69.9
2024-11-08,Turkey,7.005,4.98,7.14,4.21,995.51,69.87
2024-11-11,Turkey,6.996,5.0,7.12,4.49,995.96,69.92
2024-11-12,Turkey,7.015,4.98,7.06,3.91,993.44,70.08
2024-11-13,Turkey,6.992,4.99,6.59,3.66,1013.61,70.17
2024-11-14,Turkey,7.011,5.01,6.21,3.17,1005.36,69.83
2024-11-15,Turkey,7.01,5.01,7.94,4.98,994.51,69.93
2024-11-18,Turkey,7.014,4.96,5.93,2.92,997.79,70.0
2024-11-19,Turkey,7.009,4.99,6.05,2.85,995.01,69.79
2024-11-20,Turkey,7.011,4.99,6.96,3.91,1005.42,69.93
2024-11-21,Turkey,7.015,4.96,7.34,4.42,1006.86,70.03
2024-11-22,Turkey,6.993,5.01,7.46,4.4,994.85,69.9
2024-11-25,Turkey,7.0,5.0,7.37,4.58,1001.67,69.94
2024-11-26,Turkey,6.992,4.99,6.88,4.24,996.49,69.82
2024-11-27,Turkey,7.005,4.98,6.88,3.72,1004.97,70.18
2024-11-28,Turkey,6.995,5.01,6.89,3.91,1002.05,69.88
2024-11-29,Turkey,7.015,5.0,7.31,4.16,1005.16,69.72
2024-12-02,Turkey,7.004,5.02,7.46,4.57,996.71,70.2
2024-12-03,Turkey,6.992,4.99,7.78,4.79,996.37,69.82
2024-12-04,Turkey,7.003,4.97,6.85,3.82,1006.5,70.13
2024-12-05,Turkey,6.993,5.02,6.87,4.0,999.14,70.29
2024-12-06,Turkey,7.002,5.0,7.82,4.96,993.57,69.68
2024-12-09,Turkey,7.004,5.0,7.77,4.75,997.98,70.0
2024-12-10,Turkey,7.001,4.97,8.32,5.27,1001.05,70.12
2024-12-11,Turkey,7.007,5.0,6.68,3.62,1001.93,69.84
2024-12-12,Turkey,7.014,5.01,7.37,4.23,1000.11,70.06
2024-12-13,Turkey,7.008,4.99,7.01,4.0,995.22,70.46
2024-12-16,Turkey,6.986,4.97,7.63,4.56,994.87,70.12
2024-12-17,Turkey,7.015,5.0,8.3,5.47,1003.47,70.23
2024-12-18,Turkey,7.009,5.0,6.85,3.81,1004.08,70.12
2024-12-19,Turkey,7.01,4.98,6.87,3.96,998.07,70.2
2024-12-20,Turkey,7.001,5.05,7.15,4.14,1000.53,69.87
2024-12-23,Turkey,6.999,5.02,7.08,4.16,995.37,69.91
2024-12-24,Turkey,7.001,5.02,6.35,3.39,1000.72,69.63
2024-12-25,Turkey,6.992,4.99,6.59,3.57,999.2,69.89
2024-12-26,Turkey,7.004,5.03,7.85,5.05,1002.89,69.96
2024-12-27,Turkey,7.002,4.99,7.05,4.04,997.11,69.82
2024-12-30,Turkey,6.996,5.0,7.3,4.22,997.53,70.06
2024-12-31,Turkey,7.01,5.02,6.99,4.02,1000.96,69.77
2025-01-01,Turkey,6.998,5.01,7.34,4.36,1001.09,69.84
2025-01-02,Turkey,7.007,5.0,6.86,3.9,999.69,69.91
2025-01-03,Turkey,7.007,4.99,7.79,4.64,995.54,70.01
2025-01-06,Turkey,6.993,4.99,7.99,5.03,1001.8,70.11
2025-01-07,Turkey,6.99,4.98,6.38,3.47,985.75,70.11
2025-01-08,Turkey,7.021,5.0,6.29,3.36,997.71,69.8
2025-01-09,Turkey,7.009,5.02,6.44,3.37,1007.63,70.38
2025-01-10,Turkey,7.029,4.98,8.39,5.43,997.04,70.07
2025-01-13,Turkey,6.994,5.01,6.35,3.37,1006.43,69.99
2025-01-14,Turkey,7.001,5.01,7.59,4.76,1002.92,69.95
2025-01-15,Turkey,7.002,5.02,6.42,3.53,990.32,69.89
2025-01-16,Turkey,7.013,5.0,6.33,3.38,992.56,69.77
2025-01-17,Turkey,7.004,4.98,7.53,4.54,1000.43,69.94
2025-01-20,Turkey,7.008,5.02,7.18,4.13,998.94,70.11
2025-01-21,Turkey,6.997,5.0,6.86,3.91,996.55,70.09
2025-01-22,Turkey,7.013,5.02,6.4,3.27,998.41,70.12
2025-01-23,Turkey,6.991,5.0,7.16,4.31,1003.04,70.27
2025-01-24,Turkey,6.998,5.03,6.93,3.85,988.91,70.48
2025-01-27,Turkey,7.015,4.99,6.01,2.98,992.78,70.09
2025-01-28,Turkey,7.004,4.98,7.54,4.46,1004.88,70.0
2025-01-29,Turkey,6.986,5.02,6.88,4.02,1006.76,70.42
2025-01-30,Turkey,7.0,5.04,7.09,4.13,996.85,70.33
2025-01-31,Turkey,6.992,5.01,6.74,3.78,1005.15,69.92
2025-02-03,Turkey,6.996,5.02,7.82,4.76,996.73,69.9
2025-02-04,Turkey,7.001,5.01,6.51,3.44,1000.43,69.66
2025-02-05,Turkey,6.991,4.99,6.95,3.76,1001.19,69.83
2025-02-06,Turkey,7.002,4.99,7.16,4.1,1006.05,70.0
2025-02-07,Turkey,7.016,5.02,6.66,3.44,1001.63,69.83
2025-02-10,Turkey,7.017,5.04,7.03,4.08,999.14,70.14
2025-02-11,Turkey,7.013,5.01,7.06,3.91,998.44,70.21
2025-02-12,Turkey,6.997,5.01,6.95,3.96,998.11,70.27
2025-02-13,Turkey,6.993,4.99,8.05,4.95,988.07,69.89
2025-02-14,Turkey,6.982,4.98,5.41,2.43,994.29,70.01
2025-02-17,Turkey,6.984,5.0,6.79,3.64,1007.06,70.16
2025-02-18,Turkey,6.997,5.04,6.26,3.4,999.58,70.45
2025-02-19,Turkey,6.998,5.0,6.28,3.18,1004.77,70.16
2025-02-20,Turkey,6.994,4.99,6.34,3.33,994.6,69.76
2025-02-21,Turkey,6.996,4.99,6.72,3.67,1000.4,69.94
2025-02-24,Turkey,7.002,4.98,7.03,4.02,992.48,70.2
2025-02-25,Turkey,6.991,5.0,7.58,4.49,1000.17,69.93
2025-02-26,Turkey,7.009,5.01,6.7,3.78,989.64,70.03
2025-02-27,Turkey,6.999,5.02,7.2,4.07,996.51,70.23
2025-02-28,Turkey,6.995,5.02,6.29,3.26,990.08,69.95
2025-03-03,Turkey,7.004,4.99,6.46,3.38,999.48,69.9
2025-03-04,Turkey,7.0,5.05,7.63,4.51,1002.18,70.03
2025-03-05,Turkey,6.976,4.99,6.75,3.93,994.21,69.6
2025-03-06,Turkey,7.0,5.02,7.57,4.53,995.18,69.61
2025-03-07,Turkey,6.982,4.97,6.53,3.55,994.93,70.07
2025-03-10,Turkey,6.998,5.0,7.57,4.69,1002.09,70.0
2025-03-11,Turkey,6.997,5.02,7.46,4.55,999.09,70.06
2025-03-12,Turkey,6.997,5.01,7.15,3.97,992.35,69.98
2025-03-13,Turkey,6.991,5.01,6.2,3.17,996.85,69.85
2025-03-14,Turkey,6.986,4.99,7.53,4.54,1003.14,70.33
2025-03-17,Turkey,7.003,4.99,7.22,4.28,997.48,69.7
2025-03-18,Turkey,7.009,4.99,7.08,4.19,1002.18,69.85
2025-03-19,Turkey,6.999,5.02,7.41,4.42,991.16,70.6
2025-03-20,Turkey,7.017,5.01,6.64,3.65,997.28,70.25
2025-03-21,Turkey,7.003,4.98,6.75,3.64,1008.0,70.31
2025-03-24,Turkey,7.008,4.99,5.37,2.34,999.99,70.03
2025-03-25,Turkey,7.001,4.97,7.25,4.19,1003.41,70.19
2025-03-26,Turkey,7.006,4.99,6.96,3.95,1000.54,70.2
2025-03-27,Turkey,7.006,5.04,8.14,5.14,980.82,70.25
2025-03-28,Turkey,6.995,4.98,6.78,3.83,1003.06,69.69
2025-03-31,Turkey,6.989,5.01,7.32,4.25,996.06,69.8
2025-04-01,Turkey,6.995,5.0,7.75,4.95,998.9,69.73
2025-04-02,Turkey,6.983,5.02,7.29,4.25,1004.61,69.9
2025-04-03,Turkey,6.996,5.04,6.92,3.85,1000.03,69.63
2025-04-04,Turkey,6.98,4.99,7.52,4.44,1004.57,69.8
2025-04-07,Turkey,7.016,4.98,7.09,4.09,999.13,70.27
2025-04-08,Turkey,6.993,4.97,6.98,4.02,1016.89,70.14
2025-04-09,Turkey,6.996,4.98,6.04,3.14,1000.57,70.29
2025-04-10,Turkey,7.011,5.0,6.84,3.82,997.41,70.34
2025-04-11,Turkey,6.998,5.0,5.89,2.91,1004.18,69.79
2025-04-14,Turkey,6.992,5.02,6.28,3.17,997.34,69.92
2025-04-15,Turkey,6.989,5.01,8.24,5.16,995.68,70.23
2025-04-16,Turkey,6.997,5.03,7.43,4.73,994.98,70.19
2025-04-17,Turkey,7.002,4.98,6.66,3.85,999.56,70.44
2025-04-18,Turkey,7.008,5.04,7.49,4.38,1009.87,70.08
2025-04-21,Turkey,6.998,5.02,7.75,4.8,996.39,70.03
2025-04-22,Turkey,7.008,5.02,6.3,3.11,996.79,69.95
2025-04-23,Turkey,6.991,5.05,7.18,4.26,1004.32,70.15
2025-04-24,Turkey,6.998,5.02,6.6,3.65,989.95,69.74
2025-04-25,Turkey,7.018,5.03,7.07,3.9,999.2,69.95
2025-04-28,Turkey,7.001,5.0,6.89,3.78,1000.75,70.14
2025-04-29,Turkey,7.01,5.01,6.52,3.66,1000.74,69.97
2025-04-30,Turkey,7.001,5.0,8.29,5.42,990.05,70.07
2025-05-01,Turkey,6.996,5.01,7.3,4.17,992.46,69.89
2025-05-02,Turkey,7.004,5.02,8.11,5.02,999.72,69.82
2025-05-05,Turkey,6.994,4.99,7.32,4.29,993.38,69.91
2025-05-06,Turkey,7.009,5.01,7.29,4.25,1008.13,70.05
2025-05-07,Turkey,6.996,4.98,7.11,4.35,999.08,69.96
2025-05-08,Turkey,6.986,4.98,7.39,4.36,1000.51,70.06
2025-05-09,Turkey,7.001,5.02,7.09,4.23,1008.15,70.07
2025-05-12,Turkey,6.994,4.97,7.17,4.18,1007.87,69.93
2025-05-13,Turkey,6.992,5.02,7.48,4.46,1003.38,69.99
2025-05-14,Turkey,7.002,5.02,7.34,4.35,1006.76,69.53
2025-05-15,Turkey,7.021,4.97,6.65,3.66,999.27,70.2
2025-05-16,Turkey,6.989,5.01,6.72,3.69,999.68,70.02
2025-05-19,Turkey,6.995,4.99,7.13,4.04,997.01,69.83
2025-05-20,Turkey,7.006,5.0,7.41,4.51,991.1,69.89
2025-05-21,Turkey,6.992,5.0,6.68,3.61,998.56,70.03
2025-05-22,Turkey,7.002,5.0,6.99,3.94,996.02,70.28
2025-05-23,Turkey,6.998,4.97,7.07,4.15,1003.33,70.44
2025-05-26,Turkey,6.992,5.01,6.13,3.08,995.57,69.88
2025-05-27,Turkey,6.989,5.01,7.52,4.52,995.68,70.32
2025-05-28,Turkey,6.992,4.96,7.19,4.3,1004.94,69.92
2025-05-29,Turkey,7.006,5.03,6.42,3.48,999.62,70.31
2025-05-30,Turkey,6.993,4.99,7.23,4.28,1000.76,69.69
2025-06-02,Turkey,7.022,4.97,6.81,3.82,1009.56,69.74
2025-06-03,Turkey,7.02,5.02,7.22,4.32,1002.86,69.86
2025-06-04,Turkey,7.013,4.98,6.92,3.98,995.06,70.15
2025-06-05,Turkey,7.005,5.02,6.13,3.03,1012.53,69.91
2025-06-06,Turkey,7.019,4.99,6.31,3.34,1005.24,69.83
2025-06-09,Turkey,6.994,5.01,7.01,3.95,1001.19,70.1
2025-06-10,Turkey,6.996,5.0,6.54,3.41,996.83,70.23
2025-06-11,Turkey,6.998,5.0,6.76,3.86,991.28,69.79
2025-06-12,Turkey,6.997,5.0,7.51,4.55,995.59,69.71
2025-06-13,Turkey,7.005,5.03,7.66,4.59,1003.19,70.34
2025-06-16,Turkey,7.003,5.01,6.85,3.99,996.58,70.0
2025-06-17,Turkey,7.001,5.04,7.08,3.96,997.82,69.94
2025-06-18,Turkey,6.987,4.99,7.25,4.25,1004.71,70.04
2025-06-19,Turkey,6.996,5.04,7.0,3.88,997.99,70.14
2025-06-20,Turkey,7.009,5.0,5.83,2.83,1006.15,70.11
2025-06-23,Turkey,7.004,4.97,6.61,3.56,1002.05,70.24
2025-06-24,Turkey,6.999,5.01,7.02,4.11,988.72,70.09
2025-06-25,Turkey,7.002,4.99,6.18,3.12,998.67,70.11
2025-06-26,Turkey,7.019,4.96,6.61,3.63,1007.27,69.67
2025-06-27,Turkey,7.019,5.0,6.95,3.97,997.82,70.21
2025-06-30,Turkey,6.989,5.01,6.81,3.89,1012.93,70.08
2025-07-01,Turkey,7.006,5.02,6.31,3.14,987.46,69.85
2020-01-01,Brazil,4.995,5.01,7.12,4.14,999.94,69.8
2020-01-02,Brazil,4.985,5.01,7.36,4.2,996.05,70.14
2020-01-03,Brazil,4.997,5.02,7.53,4.51,998.3,70.19
2020-01-06,Brazil,5.006,4.99,6.32,3.35,1007.58,70.23
2020-01-07,Brazil,4.989,4.98,7.61,4.73,1002.55,69.88
2020-01-08,Brazil,5.016,4.98,7.56,4.54,1001.26,69.61
2020-01-09,Brazil,4.978,5.0,7.12,4.23,994.56,70.11
2020-01-10,Brazil,5.006,5.0,7.39,4.5,998.22,70.33
2020-01-13,Brazil,5.001,5.0,8.16,5.3,1003.98,70.33
2020-01-14,Brazil,4.997,5.02,6.53,3.59,1001.92,70.16
2020-01-15,Brazil,5.011,5.03,7.0,3.88,998.29,70.18
2020-01-16,Brazil,5.002,5.01,7.22,4.38,994.38,70.02
2020-01-17,Brazil,4.983,5.02,7.45,4.42,994.39,70.28
2020-01-20,Brazil,5.02,5.0,7.26,4.24,1002.65,69.98
2020-01-21,Brazil,5.0,5.02,8.19,5.33,999.48,69.76
2020-01-22,Brazil,5.016,4.99,6.27,3.2,1008.72,70.13
2020-01-23,Brazil,5.002,5.01,7.72,4.8,999.44,69.91
2020-01-24,Brazil,4.988,4.99,7.55,4.49,1003.22,70.03
2020-01-27,Brazil,5.005,4.98,6.83,3.81,1001.39,70.06
2020-01-28,Brazil,4.999,4.99,8.57,5.48,1002.07,69.95
2020-01-29,Brazil,4.995,5.0,7.14,4.33,992.15,69.87
2020-01-30,Brazil,5.002,5.0,7.73,4.88,996.24,70.3
2020-01-31,Brazil,5.001,5.02,8.04,5.11,999.5,69.95
2020-02-03,Brazil,4.98,4.99,7.43,4.38,1003.1,69.92
2020-02-04,Brazil,4.993,5.03,6.78,3.75,1000.82,70.29
2020-02-05,Brazil,5.01,4.97,6.38,3.32,999.68,69.91
2020-02-06,Brazil,5.01,5.0,7.03,3.95,998.12,70.31
2020-02-07,Brazil,4.992,5.01,7.73,4.87,998.28,70.23
2020-02-10,Brazil,5.012,5.0,6.63,3.53,1005.92,69.77
2020-02-11,Brazil,4.988,5.0,7.32,4.35,1003.4,69.86
2020-02-12,Brazil,4.979,4.99,7.02,4.05,994.21,69.64
2020-02-13,Brazil,4.995,5.02,7.65,4.53,995.92,69.77
2020-02-14,Brazil,5.005,5.01,7.21,4.41,995.67,69.99
2020-02-17,Brazil,5.005,5.02,7.09,4.05,1000.42,70.14
2020-02-18,Brazil,5.003,5.0,6.87,3.86,1002.42,70.05
2020-02-19,Brazil,5.004,5.03,7.16,4.22,1004.42,69.73
2020-02-20,Brazil,4.989,5.01,7.26,4.39,998.09,69.88
2020-02-21,Brazil,4.995,5.02,7.37,4.37,997.27,69.73
2020-02-24,Brazil,5.014,5.01,6.66,3.59,999.65,69.94
2020-02-25,Brazil,5.004,4.99,6.81,3.8,997.5,70.13
2020-02-26,Brazil,5.019,4.98,6.15,3.35,999.25,69.87
2020-02-27,Brazil,5.002,5.0,6.2,3.38,1001.48,70.03
2020-02-28,Brazil,4.996,4.97,7.2,4.08,1001.39,69.83
2020-03-02,Brazil,5.0,4.97,7.5,4.49,991.16,69.94
2020-03-03,Brazil,5.005,4.99,6.86,3.98,1002.83,69.87
2020-03-04,Brazil,4.978,4.99,7.48,4.52,1008.69,70.09
2020-03-05,Brazil,5.003,5.0,6.96,3.99,998.49,70.11
2020-03-06,Brazil,4.991,4.98,6.42,3.21,1002.65,70.06
2020-03-09,Brazil,4.989,5.01,6.95,3.93,995.12,70.03
2020-03-10,Brazil,4.996,4.98,7.35,4.51,1002.82,70.14
2020-03-11,Brazil,4.991,4.98,6.87,3.84,999.24,70.09
2020-03-12,Brazil,5.018,4.99,6.13,3.05,1008.42,70.08
2020-03-13,Brazil,4.989,5.0,6.44,3.37,993.24,69.94
2020-03-16,Brazil,4.99,5.0,6.82,3.8,1000.11,69.8
2020-03-17,Brazil,5.006,5.0,6.5,3.28,1002.38,69.97
2020-03-18,Brazil,5.014,5.04,6.96,3.93,995.06,69.97
2020-03-19,Brazil,4.998,5.0,7.17,4.11,1001.19,69.76
2020-03-20,Brazil,4.991,4.99,6.85,3.74,994.19,69.93
2020-03-23,Brazil,5.01,4.99,7.22,4.24,1001.28,69.95
2020-03-24,Brazil,5.007,4.97,6.79,3.76,1002.67,70.3
2020-03-25,Brazil,4.996,5.03,6.7,3.57,1004.09,69.82
2020-03-26,Brazil,5.003,5.0,7.31,4.33,998.46,70.27
2020-03-27,Brazil,4.999,5.02,6.9,3.74,996.61,69.88
2020-03-30,Brazil,5.015,4.99,7.79,4.7,999.23,69.64
2020-03-31,Brazil,5.0,5.0,7.59,4.43,996.58,70.16
2020-04-01,Brazil,5.008,5.02,7.27,4.47,999.22,69.77
2020-04-02,Brazil,4.998,5.02,7.17,4.06,1001.71,69.74
